前片-1;反
後片-1;反
左門襟-1;反
右門襟-1;反
左袖-1;反
右袖-1;正
後內貼-1;反
前片-2;正
後片-2;正
左門襟-2;正
右門襟-2;正
左袖-2;正
右袖-2;反
後內貼-2;正
