衣服類型;尺寸;前片;後片;袖片;領片;底;路徑;胸寬;胸高;胸寬比例;胸高比例
棒球衣;5L;5L-P0811-前X2.dxf;5L-P0811-後X1.dxf;5L-P0811-袖X2.dxf;5L-P0811-後內貼1襯1.dxf;5L-P0811-底.dxf;D:/開發/客戶圖檔/簡單K/套圖範本/所有版型/禾羽7扣/5L/MM;736.6;364.1777;1.31799572322376;1.2345019333918
