左前-1;正
右前-1;正
後片-1;正
左門襟-1;正
右門襟-1;正
左袖-1;正
右袖-1;反
後內貼-1;正
左前-2;正
右前-2;正
後片-2;正
左門襟-2;反
右門襟-2;反
左袖-2;反
右袖-2;反
後內貼-2;反
左前-3;反
右前-3;反
後片-3;反
左門襟-3;反
右門襟-3;反
左袖-3;反
右袖-3;反
後內貼-3;反
