前片-1;正
後片-1;正
左袖-1;正
右袖-1;反
領-1;正
領滾條-1;正
前片-2;正
後片-2;正
左袖-2;正
右袖-2;反
領-2;正
領滾條-2;正
前片-3;正
後片-3;正
左袖-3;正
右袖-3;反
領-3;正
領滾條-3;正
前片-4;正
後片-4;正
左袖-4;正
右袖-4;反
領-4;正
領滾條-4;正
