前片-1;正
後片-1;正
左袖-1;正
右袖-1;反
左袖口-1;正
右袖口-1;正
領-1;正
前片-2;正
後片-2;正
左袖-2;正
右袖-2;反
左袖口-2;正
右袖口-2;正
領-2;正
前片-3;正
後片-3;正
左袖-3;正
右袖-3;反
左袖口-3;正
右袖口-3;正
領-3;正
